ID,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,FLAG_WORK_PHONE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS,AGE_YEARS,IS_PENSIONER,EMPLOYMENT_YEARS,INCOME_PER_FAMILY_MEMBER,INCOME_BAND,TARGET
5003785,M,N,N,0,110678.99,State servant,Secondary / secondary special,Single / not married,Rented apartment,0,1,0,Security staff,1,51.6,0,11.6,110678.99,Medium,1
5003786,F,N,Y,0,53686.83,Working,Secondary / secondary special,Widow,Office apartment,1,0,0,Medicine staff,2,62.5,0,5.1,26843.42,Low,0
5003787,F,N,N,2,44536.5,Commercial associate,Incomplete higher,Married,Rented apartment,1,0,0,Medicine staff,4,40.4,0,2.6,11134.12,Low,1
5003788,M,Y,Y,0,95704.53,Commercial associate,Secondary / secondary special,Married,House / apartment,0,0,0,Private service staff,2,46.0,0,3.8,47852.26,Low,0
5003789,F,N,N,0,53666.56,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,Cooking staff,2,30.3,0,0.7,26833.28,Low,0
5003790,M,Y,Y,2,97565.5,Working,Higher education,Civil marriage,Rented apartment,0,1,0,Cleaning staff,4,56.6,0,6.0,24391.38,Low,1
5003791,M,N,N,0,47905.75,Working,Secondary / secondary special,Single / not married,House / apartment,1,0,0,Laborers,1,38.2,0,5.0,47905.75,Low,0
5003792,F,N,Y,1,57758.89,Working,Secondary / secondary special,Married,Rented apartment,0,0,0,Cleaning staff,3,32.7,0,0.0,19252.96,Low,0
5003793,F,N,Y,0,54667.34,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Sales staff,2,44.4,0,5.4,27333.67,Low,0
5003794,M,Y,Y,0,89828.81,Working,Secondary / secondary special,Married,House / apartment,0,1,0,Accountants,2,36.5,0,5.7,44914.4,Low,0
5003795,F,N,Y,2,68052.68,State servant,Secondary / secondary special,Married,House / apartment,0,0,0,Drivers,4,34.3,0,10.5,17013.17,Low,1
5003796,F,Y,Y,4,39701.98,Commercial associate,Secondary / secondary special,Separated,House / apartment,0,0,1,High skill tech staff,6,32.6,0,20.6,6617.0,Low,0
5003797,M,N,Y,2,38075.58,Pensioner,Secondary / secondary special,Single / not married,House / apartment,0,0,0,Private service staff,3,21.2,1,0.0,12691.86,Low,1
5003798,M,N,Y,0,62444.07,Working,Secondary / secondary special,Separated,House / apartment,1,1,0,Laborers,2,29.3,0,8.3,31222.04,Low,0
5003799,F,N,Y,0,36036.23,Working,Higher education,Married,House / apartment,1,0,0,Laborers,2,57.3,0,1.0,18018.12,Low,1
5003800,M,Y,Y,0,59450.18,State servant,Secondary / secondary special,Married,House / apartment,0,0,0,High skill tech staff,2,52.2,0,2.3,29725.09,Low,0
5003801,F,Y,Y,1,83132.59,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,1,Security staff,3,41.0,1,0.0,27710.86,Low,0
5003802,F,Y,Y,0,40488.12,Working,Secondary / secondary special,Married,House / apartment,0,0,0,High skill tech staff,2,41.2,0,1.8,20244.06,Low,1
5003803,F,N,Y,3,111771.23,Working,Secondary / secondary special,Married,House / apartment,0,1,0,Sales staff,5,26.7,0,1.8,22354.25,Medium,0
5003804,M,Y,Y,0,146063.38,Working,Secondary / secondary special,Married,House / apartment,1,0,1,Sales staff,2,53.4,0,16.7,73031.69,Medium,1
5003805,F,N,Y,0,125711.06,Working,Secondary / secondary special,Married,House / apartment,0,1,0,Medicine staff,2,35.6,0,1.9,62855.53,Medium,0
5003806,M,N,Y,0,102171.37,Commercial associate,Higher education,Separated,House / apartment,0,1,0,Cooking staff,2,49.8,0,0.1,51085.68,Medium,0
5003807,M,Y,Y,1,90302.19,State servant,Secondary / secondary special,Married,House / apartment,0,1,0,Accountants,3,37.7,0,6.3,30100.73,Low,1
5003808,M,Y,Y,0,82449.4,Working,Secondary / secondary special,Married,House / apartment,1,0,1,Cleaning staff,2,33.9,0,18.4,41224.7,Low,1
5003809,M,Y,Y,0,87988.95,Pensioner,Secondary / secondary special,Married,Rented apartment,0,0,0,Cleaning staff,2,60.5,1,0.0,43994.48,Low,1
5003810,F,Y,Y,2,54041.69,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Laborers,4,41.2,0,3.2,13510.42,Low,0
5003811,F,N,Y,0,72218.86,Pensioner,Secondary / secondary special,Single / not married,House / apartment,0,0,0,Managers,1,51.3,1,0.0,72218.86,Low,1
5003812,M,N,Y,0,78771.15,Working,Secondary / secondary special,Separated,With parents,0,0,0,Managers,2,46.6,0,0.1,39385.57,Low,1
5003813,F,N,N,0,100762.87,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Cooking staff,2,33.7,0,4.1,50381.44,Medium,1
5003814,M,Y,N,3,33022.97,Commercial associate,Secondary / secondary special,Married,Municipal apartment,0,0,0,Cooking staff,5,54.5,0,1.0,6604.59,Low,0
5003815,F,N,N,3,81267.73,Commercial associate,Secondary / secondary special,Married,House / apartment,0,1,0,Private service staff,5,30.6,0,4.0,16253.55,Low,0
5003816,M,Y,Y,0,124364.97,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,0,0,0,Private service staff,2,35.5,0,2.9,62182.48,Medium,0
5003817,F,Y,Y,0,54108.33,Commercial associate,Higher education,Married,Municipal apartment,1,0,0,High skill tech staff,2,30.3,0,3.6,27054.16,Low,0
5003818,F,N,N,1,69235.69,Pensioner,Higher education,Single / not married,House / apartment,1,1,0,Managers,2,40.2,1,0.0,34617.84,Low,0
5003819,F,N,Y,1,28803.64,Working,Higher education,Single / not married,House / apartment,0,1,0,Cooking staff,2,42.6,0,2.0,14401.82,Low,1
5003820,M,Y,Y,0,75598.38,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,0,0,1,Cleaning staff,2,29.1,1,0.0,37799.19,Low,1
5003821,M,N,Y,1,34740.76,Working,Secondary / secondary special,Married,With parents,0,0,0,Core staff,3,33.2,0,1.4,11580.25,Low,0
5003822,F,N,Y,1,55454.71,Pensioner,Secondary / secondary special,Married,House / apartment,0,1,0,Medicine staff,3,40.3,1,0.0,18484.9,Low,0
5003823,M,N,Y,3,71366.08,Pensioner,Lower secondary,Married,Office apartment,0,0,0,Medicine staff,5,53.8,1,0.0,14273.22,Low,1
5003824,M,Y,N,1,53991.99,Working,Higher education,Separated,Rented apartment,1,1,0,Drivers,3,31.6,0,5.7,17997.33,Low,0
5003825,M,N,N,0,67372.33,Working,Incomplete higher,Separated,With parents,0,1,0,Security staff,2,50.8,0,3.8,33686.16,Low,1
5003826,F,N,Y,1,88137.14,Working,Secondary / secondary special,Married,With parents,0,1,0,Core staff,3,33.4,0,0.0,29379.05,Low,1
5003827,F,N,N,0,71740.27,Working,Secondary / secondary special,Separated,House / apartment,0,1,0,Security staff,2,47.2,0,7.9,35870.14,Low,0
5003828,F,N,Y,0,78481.95,Working,Higher education,Married,House / apartment,0,0,0,High skill tech staff,2,55.4,0,5.2,39240.98,Low,0
5003829,M,N,Y,0,28714.28,Working,Secondary / secondary special,Civil marriage,Rented apartment,1,1,0,Cleaning staff,2,54.6,0,4.3,14357.14,Low,0
5003830,M,N,N,2,67587.22,Working,Secondary / secondary special,Civil marriage,Municipal apartment,0,1,0,High skill tech staff,4,42.2,0,0.9,16896.8,Low,0
5003831,F,Y,Y,0,27000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,1,1,0,Private service staff,2,42.5,0,0.7,13500.0,Low,1
5003832,F,N,Y,2,59997.18,Commercial associate,Secondary / secondary special,Single / not married,Rented apartment,0,1,0,Security staff,3,23.3,0,16.9,19999.06,Low,1
5003833,M,Y,Y,1,183614.11,Working,Higher education,Married,Rented apartment,0,1,1,Sales staff,3,55.2,0,7.1,61204.7,Medium,1
5003834,F,Y,Y,0,116802.75,Working,Secondary / secondary special,Civil marriage,House / apartment,1,0,0,Managers,2,32.9,0,1.5,58401.38,Medium,1
5003835,M,N,Y,0,35817.91,State servant,Higher education,Single / not married,House / apartment,0,0,0,High skill tech staff,1,36.5,0,5.2,35817.91,Low,1
5003836,F,Y,N,0,55738.53,Commercial associate,Secondary / secondary special,Separated,With parents,0,1,0,Cooking staff,2,48.0,0,7.1,27869.26,Low,1
5003837,M,N,N,2,66971.08,State servant,Secondary / secondary special,Civil marriage,With parents,0,0,0,Cleaning staff,4,26.7,0,7.5,16742.77,Low,0
5003838,F,N,Y,0,94206.43,Working,Incomplete higher,Married,With parents,0,1,1,Accountants,2,43.2,0,0.1,47103.22,Low,0
5003839,F,N,Y,0,111893.04,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Cooking staff,2,60.9,0,18.5,55946.52,Medium,0
5003840,F,N,N,0,165164.55,Pensioner,Secondary / secondary special,Married,House / apartment,0,1,0,Cleaning staff,2,54.5,1,0.0,82582.27,Medium,1
5003841,M,Y,N,1,45377.39,Working,Secondary / secondary special,Civil marriage,House / apartment,0,1,0,Cooking staff,3,37.5,0,8.1,15125.8,Low,1
5003842,F,N,Y,0,81551.63,State servant,Secondary / secondary special,Single / not married,Rented apartment,0,1,0,Cooking staff,1,56.4,0,7.3,81551.63,Low,0
5003843,M,N,Y,0,30284.91,Working,Secondary / secondary special,Widow,House / apartment,0,0,1,Drivers,2,45.6,0,18.0,15142.46,Low,0
5003844,M,Y,Y,3,89760.48,Commercial associate,Higher education,Separated,Office apartment,1,1,0,Accountants,5,58.4,0,2.2,17952.1,Low,0
5003845,F,Y,Y,2,93557.49,Pensioner,Secondary / secondary special,Separated,Rented apartment,1,0,0,Private service staff,4,27.2,1,0.0,23389.37,Low,0
5003846,F,Y,N,0,73867.24,Working,Higher education,Single / not married,Municipal apartment,0,1,0,Sales staff,1,55.1,0,0.2,73867.24,Low,1
5003847,F,N,Y,0,101395.81,Working,Incomplete higher,Married,House / apartment,0,1,0,Sales staff,2,51.9,0,0.3,50697.9,Medium,0
5003848,F,N,N,0,47544.1,Working,Higher education,Married,House / apartment,0,0,0,Cleaning staff,2,43.5,0,7.1,23772.05,Low,1
5003849,M,Y,Y,2,37806.32,Commercial associate,Secondary / secondary special,Married,House / apartment,0,0,0,High skill tech staff,4,38.6,0,2.5,9451.58,Low,0
5003850,M,N,Y,0,45462.88,Working,Secondary / secondary special,Single / not married,House / apartment,0,0,1,Laborers,1,23.3,0,1.5,45462.88,Low,0
5003851,M,Y,Y,0,87993.2,Commercial associate,Secondary / secondary special,Married,House / apartment,1,1,0,Managers,2,48.1,0,4.3,43996.6,Low,0
5003852,F,N,Y,0,140823.58,Working,Secondary / secondary special,Separated,House / apartment,0,0,1,Private service staff,2,54.7,0,5.3,70411.79,Medium,1
5003853,F,N,Y,2,47607.69,Pensioner,Incomplete higher,Married,House / apartment,1,0,0,Sales staff,4,26.1,1,0.0,11901.92,Low,1
5003854,F,Y,Y,1,51963.45,Commercial associate,Higher education,Married,With parents,0,0,0,Medicine staff,3,51.4,0,32.1,17321.15,Low,1
5003855,M,N,N,2,77468.96,Working,Higher education,Married,House / apartment,1,0,0,Managers,4,42.2,0,3.3,19367.24,Low,0
5003856,M,N,Y,0,409669.63,Working,Secondary / secondary special,Married,Co-op apartment,0,1,0,Drivers,2,42.9,0,1.5,204834.82,Very High,1
5003857,F,N,Y,3,58464.39,Working,Secondary / secondary special,Separated,House / apartment,0,0,0,Laborers,5,46.2,0,0.5,11692.88,Low,0
5003858,M,Y,Y,2,118423.67,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Accountants,4,63.0,0,1.4,29605.92,Medium,0
5003859,F,Y,Y,2,66885.32,Working,Secondary / secondary special,Single / not married,House / apartment,0,1,0,High skill tech staff,3,42.1,0,8.2,22295.11,Low,1
5003860,F,Y,Y,0,55816.98,Working,Secondary / secondary special,Single / not married,House / apartment,0,1,0,Accountants,1,44.2,0,21.3,55816.98,Low,0
5003861,F,N,Y,0,37620.82,Pensioner,Higher education,Civil marriage,House / apartment,0,0,1,Security staff,2,40.5,1,0.0,18810.41,Low,1
5003862,M,N,Y,4,62819.71,Commercial associate,Lower secondary,Married,Co-op apartment,0,0,0,Medicine staff,6,30.6,0,24.6,10469.95,Low,1
5003863,M,Y,N,3,111818.88,Working,Incomplete higher,Married,House / apartment,0,0,0,Core staff,5,34.4,0,2.2,22363.78,Medium,0
5003864,M,N,Y,0,47338.3,Working,Secondary / secondary special,Married,House / apartment,1,1,0,Private service staff,2,40.2,0,5.2,23669.15,Low,1
5003865,M,Y,N,0,76739.53,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Medicine staff,2,45.5,0,17.8,38369.76,Low,1
5003866,M,Y,Y,0,47720.69,Working,Secondary / secondary special,Single / not married,House / apartment,0,1,0,Medicine staff,1,67.7,0,2.8,47720.69,Low,0
5003867,F,N,Y,0,59348.51,Working,Secondary / secondary special,Civil marriage,House / apartment,0,0,1,Accountants,2,33.7,0,1.6,29674.26,Low,1
5003868,F,Y,Y,0,34295.96,Commercial associate,Higher education,Married,House / apartment,0,0,0,Core staff,2,50.6,0,2.3,17147.98,Low,0
5003869,M,Y,Y,0,233076.13,Commercial associate,Higher education,Married,House / apartment,1,0,0,Managers,2,54.5,0,14.7,116538.06,High,1
5003870,M,Y,Y,1,85239.33,Pensioner,Higher education,Married,House / apartment,0,1,0,Laborers,3,48.3,1,0.0,28413.11,Low,1
5003871,M,N,Y,0,62117.38,State servant,Secondary / secondary special,Married,Municipal apartment,0,0,0,Medicine staff,2,56.4,0,2.2,31058.69,Low,0
5003872,M,N,N,4,139438.81,Working,Secondary / secondary special,Separated,With parents,1,1,1,Private service staff,6,43.9,0,9.6,23239.8,Medium,0
5003873,F,N,N,0,69895.53,Working,Secondary / secondary special,Married,With parents,1,0,0,Drivers,2,42.0,0,4.6,34947.76,Low,1
5003874,M,N,Y,0,92001.69,Working,Secondary / secondary special,Civil marriage,With parents,1,1,0,Cooking staff,2,57.7,0,0.7,46000.84,Low,0
5003875,M,N,Y,3,159731.05,Working,Higher education,Married,House / apartment,0,1,0,Private service staff,5,33.1,0,13.1,31946.21,Medium,0
5003876,M,Y,Y,1,152795.7,Commercial associate,Secondary / secondary special,Married,House / apartment,0,1,0,High skill tech staff,3,54.4,0,2.6,50931.9,Medium,1
5003877,F,N,Y,0,41283.47,Working,Secondary / secondary special,Married,House / apartment,1,0,0,High skill tech staff,2,48.9,0,6.2,20641.74,Low,1
5003878,F,N,N,0,73596.16,Working,Higher education,Married,House / apartment,0,0,0,Managers,2,60.5,0,13.1,36798.08,Low,0
5003879,M,N,N,0,138488.21,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Cooking staff,2,34.9,0,18.8,69244.1,Medium,0
5003880,F,N,Y,2,42588.08,Working,Higher education,Separated,House / apartment,0,0,0,Laborers,4,36.5,0,9.4,10647.02,Low,0
5003881,F,N,Y,1,64286.65,State servant,Higher education,Married,Municipal apartment,0,1,0,Private service staff,3,44.9,0,10.6,21428.88,Low,0
5003882,F,Y,Y,0,63124.62,State servant,Incomplete higher,Married,House / apartment,0,1,0,Laborers,2,33.8,0,1.1,31562.31,Low,1
5003883,M,N,N,0,93952.75,Working,Higher education,Civil marriage,House / apartment,0,0,0,Cleaning staff,2,33.3,0,3.2,46976.38,Low,0
5003884,F,Y,Y,0,109235.43,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Core staff,2,60.0,0,0.5,54617.72,Medium,0
5003885,F,N,N,0,129966.53,Commercial associate,Secondary / secondary special,Married,With parents,1,0,0,Drivers,2,47.4,0,5.6,64983.26,Medium,0
5003886,F,Y,N,0,76216.03,Working,Secondary / secondary special,Married,House / apartment,0,1,0,Laborers,2,48.1,0,4.3,38108.02,Low,0
5003887,F,Y,N,3,43461.16,Working,Secondary / secondary special,Single / not married,House / apartment,0,0,0,Sales staff,4,27.9,0,4.1,10865.29,Low,0
5003888,F,N,Y,1,61248.84,Working,Higher education,Single / not married,House / apartment,0,1,0,Security staff,2,40.7,0,2.1,30624.42,Low,0
5003889,M,Y,Y,0,43092.95,Commercial associate,Higher education,Single / not married,Rented apartment,0,0,0,Cooking staff,1,55.0,0,3.7,43092.95,Low,0
5003890,F,N,N,1,51997.1,Working,Secondary / secondary special,Married,House / apartment,0,1,0,Cooking staff,3,52.8,0,6.9,17332.37,Low,0
5003891,F,N,N,0,104242.02,Commercial associate,Higher education,Widow,House / apartment,0,0,0,Managers,2,51.8,0,0.9,52121.01,Medium,1
5003892,F,N,Y,0,35684.51,Working,Secondary / secondary special,Single / not married,House / apartment,0,0,0,Drivers,1,65.2,0,10.5,35684.51,Low,1
5003893,M,Y,N,1,55470.41,Commercial associate,Secondary / secondary special,Married,House / apartment,1,1,0,Managers,3,24.5,0,2.2,18490.14,Low,0
5003894,F,Y,N,0,114164.68,Student,Secondary / secondary special,Civil marriage,House / apartment,0,1,1,Managers,2,51.2,0,4.8,57082.34,Medium,0
5003895,F,Y,Y,0,102977.91,Commercial associate,Secondary / secondary special,Married,House / apartment,0,0,0,High skill tech staff,2,45.1,0,5.1,51488.96,Medium,1
5003896,M,N,Y,0,48963.85,Working,Secondary / secondary special,Civil marriage,Municipal apartment,0,0,0,Managers,2,31.9,0,2.2,24481.92,Low,0
5003897,F,N,Y,2,46633.95,State servant,Lower secondary,Married,House / apartment,0,0,1,Sales staff,4,38.1,0,7.1,11658.49,Low,0
5003898,F,N,N,2,160767.41,Working,Higher education,Single / not married,House / apartment,0,0,0,Laborers,3,46.2,0,7.4,53589.14,Medium,0
5003899,F,N,N,2,88202.85,Working,Secondary / secondary special,Single / not married,With parents,0,1,0,Medicine staff,3,33.6,0,7.8,29400.95,Low,0
5003900,M,N,Y,0,48705.86,Working,Higher education,Single / not married,House / apartment,0,1,0,Security staff,1,56.3,0,1.4,48705.86,Low,0
5003901,M,N,Y,1,71643.53,Working,Secondary / secondary special,Single / not married,House / apartment,0,1,0,Cleaning staff,2,45.8,0,4.5,35821.76,Low,1
5003902,F,Y,Y,2,125899.67,Commercial associate,Secondary / secondary special,Married,House / apartment,0,1,0,Cooking staff,4,46.3,0,5.5,31474.92,Medium,1
5003903,M,Y,Y,1,46769.2,Working,Secondary / secondary special,Civil marriage,House / apartment,0,1,0,Cleaning staff,3,24.7,0,1.1,15589.73,Low,1
5003904,F,Y,Y,2,46284.72,Working,Secondary / secondary special,Married,Municipal apartment,0,1,0,Laborers,4,45.3,0,2.0,11571.18,Low,0
5003905,F,Y,N,2,81658.92,Pensioner,Incomplete higher,Married,House / apartment,0,0,1,Sales staff,4,35.5,1,0.0,20414.73,Low,0
5003906,F,N,N,0,37192.62,Working,Lower secondary,Married,House / apartment,0,0,0,High skill tech staff,2,33.1,0,1.1,18596.31,Low,0
5003907,M,N,Y,0,52227.87,Working,Secondary / secondary special,Married,House / apartment,0,1,0,High skill tech staff,2,42.8,0,1.1,26113.94,Low,0
5003908,F,N,N,1,58834.75,Commercial associate,Secondary / secondary special,Single / not married,With parents,1,0,1,High skill tech staff,2,46.2,0,4.3,29417.38,Low,1
5003909,M,N,Y,0,27000.0,Working,Secondary / secondary special,Separated,House / apartment,0,1,0,High skill tech staff,2,58.5,0,18.7,13500.0,Low,1
5003910,M,N,Y,3,76234.11,Working,Incomplete higher,Married,With parents,1,1,0,High skill tech staff,5,45.3,0,0.7,15246.82,Low,0
5003911,M,N,N,0,99336.47,Pensioner,Secondary / secondary special,Married,Municipal apartment,0,0,0,Private service staff,2,57.6,1,0.0,49668.24,Low,1
5003912,M,Y,Y,0,193904.64,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,0,Medicine staff,2,29.0,1,0.0,96952.32,Medium,0
5003913,F,Y,Y,4,98553.99,Working,Secondary / secondary special,Married,With parents,0,0,0,High skill tech staff,6,46.0,0,0.7,16425.66,Low,1
5003914,F,Y,Y,0,43781.03,Commercial associate,Secondary / secondary special,Married,House / apartment,0,0,0,High skill tech staff,2,48.2,0,6.1,21890.52,Low,0
5003915,M,Y,Y,0,58341.75,Commercial associate,Secondary / secondary special,Married,House / apartment,1,1,0,Accountants,2,37.4,0,0.7,29170.88,Low,0
5003916,F,N,N,0,185459.27,Commercial associate,Higher education,Married,With parents,0,1,0,Drivers,2,27.2,0,7.7,92729.64,Medium,0
5003917,M,N,Y,2,91760.84,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Private service staff,4,49.7,0,1.2,22940.21,Low,1
5003918,F,Y,Y,0,123508.59,Commercial associate,Secondary / secondary special,Married,With parents,0,1,0,Accountants,2,52.9,0,1.1,61754.3,Medium,1
5003919,F,N,N,0,54902.37,State servant,Secondary / secondary special,Married,House / apartment,0,1,0,Sales staff,2,46.6,0,1.2,27451.18,Low,0
5003920,F,N,Y,3,65639.58,Working,Higher education,Married,Co-op apartment,0,1,0,Sales staff,5,40.9,0,1.6,13127.92,Low,0
5003921,M,Y,Y,0,70651.2,Working,Secondary / secondary special,Married,Rented apartment,0,1,0,Medicine staff,2,35.4,0,1.8,35325.6,Low,0
5003922,F,Y,Y,1,115864.13,Pensioner,Higher education,Single / not married,House / apartment,0,0,0,Cooking staff,2,44.3,1,0.0,57932.06,Medium,1
5003923,M,N,N,0,59027.84,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,Core staff,2,55.6,0,4.9,29513.92,Low,1
5003924,F,N,N,0,98849.55,Working,Incomplete higher,Separated,House / apartment,0,0,0,Private service staff,2,42.3,0,4.3,49424.78,Low,1
5003925,M,Y,Y,2,73105.27,Pensioner,Higher education,Married,House / apartment,0,0,0,Laborers,4,41.9,1,0.0,18276.32,Low,0
5003926,F,Y,N,0,39872.25,Working,Secondary / secondary special,Married,House / apartment,0,1,0,Core staff,2,46.0,0,0.0,19936.12,Low,1
